id,state,priority,created_at,updated_at,started_at,started_move,finished_move,started_dispense,finished_dispense,collected_at,ticket_item_failed,ingredient_id,ticket_id,mass,actual_mass,item_cost,location,ticket_id_counts,move_no_in_sequence,priority_list,ingredient_list
3f80b8d3-bc10-4d91-8fb2-62f87b8f0014,TICKETITEM_DONE,120,2021-09-22 09:40:50.170722,2021-09-22 11:21:26.724799,2021-09-22 11:18:56.915786+00:00,2021-09-22 11:18:56.915786,2021-09-22 11:19:06.720290,2021-09-22 11:19:06.720290,2021-09-22 11:19:20.276299,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,365141f3-9aeb-4bab-b61d-81d38552a306,15000,15555,0.0,nan,6,3,"10, 50, 100, 120, 140, 150",nan
2bfdd52b-2229-454e-afaf-6dc1d28e41b1,TICKETITEM_DONE,140,2021-09-22 09:40:50.172797,2021-09-22 11:21:26.725387,2021-09-22 11:19:20.431559+00:00,2021-09-22 11:19:20.431559,2021-09-22 11:19:28.891721,2021-09-22 11:19:28.891721,2021-09-22 11:19:38.529947,None,False,7148f280-0f82-4195-9b40-c3358b7fff32,365141f3-9aeb-4bab-b61d-81d38552a306,15000,16353,0.0,nan,6,4,"10, 50, 100, 120, 140, 150",nan
fe6dccf0-f1ff-4c36-b518-a2cbe8b8e850,TICKETITEM_DONE,150,2021-09-22 09:40:50.173888,2021-09-22 11:21:26.726883,2021-09-22 11:20:12.115010+00:00,2021-09-22 11:20:12.115010,2021-09-22 11:20:22.136511,2021-09-22 11:20:22.136512,2021-09-22 11:20:53.996337,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,365141f3-9aeb-4bab-b61d-81d38552a306,7000,11993,0.0,nan,6,5,"10, 50, 100, 120, 140, 150",nan
def2ee4d-fe21-40ae-a678-58eb67af75bd,TICKETITEM_DONE,10,2021-09-22 09:41:54.421565,2021-09-22 12:07:02.986922,2021-09-22 12:02:04.935404+00:00,2021-09-22 12:02:04.935405,2021-09-22 12:02:16.658859,2021-09-22 12:02:16.658859,2021-09-22 12:02:50.688877,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,441bfc62-e398-4cde-9f11-81d9070e522c,120000,127001,0.0,nan,7,0,"10, 40, 90, 100, 130, 140, 150",nan
fa2a8ede-e18b-40cc-b2cf-e9935cc2091c,TICKETITEM_DONE,40,2021-09-22 09:41:54.422957,2021-09-22 12:07:02.987255,2021-09-22 12:02:50.891921+00:00,2021-09-22 12:02:50.891921,2021-09-22 12:03:00.234059,2021-09-22 12:03:00.234059,2021-09-22 12:03:30.279720,None,False,85e5083f-1736-4922-9bf7-1cf7da802d64,441bfc62-e398-4cde-9f11-81d9070e522c,70000,71993,0.0,nan,7,1,"10, 40, 90, 100, 130, 140, 150",nan
4b521f34-1723-4e02-8f18-06b84899cfc0,TICKETITEM_DONE,90,2021-09-22 09:41:54.424274,2021-09-22 12:07:02.987576,2021-09-22 12:03:30.406077+00:00,2021-09-22 12:03:30.406077,2021-09-22 12:03:40.014227,2021-09-22 12:03:40.014227,2021-09-22 12:04:03.446133,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,441bfc62-e398-4cde-9f11-81d9070e522c,50000,57369,0.0,nan,7,2,"10, 40, 90, 100, 130, 140, 150",nan
f5e555cd-7709-459f-aa6d-c546daa419e9,TICKETITEM_DONE,100,2021-09-22 09:41:54.425605,2021-09-22 12:07:02.987919,2021-09-22 12:04:09.486685+00:00,2021-09-22 12:04:09.486685,2021-09-22 12:04:17.497253,2021-09-22 12:04:17.497253,2021-09-22 12:04:27.308606,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,441bfc62-e398-4cde-9f11-81d9070e522c,40000,45575,0.0,nan,7,3,"10, 40, 90, 100, 130, 140, 150",nan
ba3ffc7f-259c-4932-92ee-2e700eb3ec02,TICKETITEM_DONE,130,2021-09-22 09:41:54.426877,2021-09-22 12:07:02.988265,2021-09-22 12:04:33.979053+00:00,2021-09-22 12:04:33.979053,2021-09-22 12:04:42.839939,2021-09-22 12:04:42.839939,2021-09-22 12:04:54.428242,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,441bfc62-e398-4cde-9f11-81d9070e522c,2000,1774,0.0,nan,7,4,"10, 40, 90, 100, 130, 140, 150",nan
341e6c70-ee1b-40ca-a1a7-591b9ae4d477,TICKETITEM_DONE,140,2021-09-22 09:41:54.430021,2021-09-22 12:07:02.988570,2021-09-22 12:04:54.618887+00:00,2021-09-22 12:04:54.618887,2021-09-22 12:05:02.534462,2021-09-22 12:05:02.534462,2021-09-22 12:05:20.981799,None,False,e31c5ea0-00ba-4fb3-9bd6-185237ca1ceb,441bfc62-e398-4cde-9f11-81d9070e522c,50000,54574,0.0,nan,7,5,"10, 40, 90, 100, 130, 140, 150",nan
11a96325-a22c-4294-b4dc-2fda7ea96d32,TICKETITEM_DONE,150,2021-09-22 09:41:54.432397,2021-09-22 12:07:02.989109,2021-09-22 12:05:41.228176+00:00,2021-09-22 12:05:41.228177,2021-09-22 12:05:51.350522,2021-09-22 12:05:51.350522,2021-09-22 12:06:12.267513,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,441bfc62-e398-4cde-9f11-81d9070e522c,7000,8650,0.0,nan,7,6,"10, 40, 90, 100, 130, 140, 150",nan
194905b2-a8fa-46a3-8a71-b5600d15a175,TICKETITEM_DONE,10,2021-09-22 09:43:40.606453,2021-09-22 12:10:00.233173,2021-09-22 12:05:02.638196+00:00,2021-09-22 12:05:02.638197,2021-09-22 12:05:12.611957,2021-09-22 12:05:12.611957,2021-09-22 12:05:45.718857,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,efe4d9db-390c-43e1-9c6e-2009f1792b8f,144000,154201,0.0,nan,8,0,"10, 50, 60, 90, 100, 110, 140, 150",nan
cfec3b1f-e0e2-4630-a926-f2266b866697,TICKETITEM_DONE,50,2021-09-22 09:43:40.607272,2021-09-22 12:10:00.234862,2021-09-22 12:05:51.383884+00:00,2021-09-22 12:05:51.383884,2021-09-22 12:06:02.333555,2021-09-22 12:06:02.333556,2021-09-22 12:06:28.014747,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,efe4d9db-390c-43e1-9c6e-2009f1792b8f,70000,73344,0.0,nan,8,1,"10, 50, 60, 90, 100, 110, 140, 150",nan
bf3bdcf5-48bc-40cc-b760-62b53b7f2f1b,TICKETITEM_DONE,60,2021-09-22 09:43:40.608047,2021-09-22 12:10:00.235819,2021-09-22 12:06:28.139092+00:00,2021-09-22 12:06:28.139092,2021-09-22 12:06:36.866338,2021-09-22 12:06:36.866338,2021-09-22 12:06:47.323664,None,False,f1f0a3a7-0f9f-4912-81bd-8e2b97f54b52,efe4d9db-390c-43e1-9c6e-2009f1792b8f,100000,115178,0.0,nan,8,2,"10, 50, 60, 90, 100, 110, 140, 150",nan
15440b1c-577d-406b-b10d-b0dbafa7615a,TICKETITEM_DONE,90,2021-09-22 09:43:40.608809,2021-09-22 12:10:00.236710,2021-09-22 12:06:56.496767+00:00,2021-09-22 12:06:56.496767,2021-09-22 12:07:06.709276,2021-09-22 12:07:06.709276,2021-09-22 12:07:27.289155,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,efe4d9db-390c-43e1-9c6e-2009f1792b8f,50000,59690,0.0,nan,8,3,"10, 50, 60, 90, 100, 110, 140, 150",nan
7cd99c35-1344-461a-86aa-b9da949f7b19,TICKETITEM_DONE,100,2021-09-22 09:43:40.609679,2021-09-22 12:10:00.237212,2021-09-22 12:07:30.193648+00:00,2021-09-22 12:07:30.193649,2021-09-22 12:07:38.203434,2021-09-22 12:07:38.203434,2021-09-22 12:07:49.384269,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,efe4d9db-390c-43e1-9c6e-2009f1792b8f,40000,48025,0.0,nan,8,4,"10, 50, 60, 90, 100, 110, 140, 150",nan
25bfb34c-5dee-4731-ad1c-cec6b2e667f2,TICKETITEM_DONE,110,2021-09-22 09:43:40.610633,2021-09-22 12:10:00.237742,2021-09-22 12:07:52.398245+00:00,2021-09-22 12:07:52.398245,2021-09-22 12:08:01.898728,2021-09-22 12:08:01.898728,2021-09-22 12:08:10.072422,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,efe4d9db-390c-43e1-9c6e-2009f1792b8f,10000,13651,0.0,nan,8,5,"10, 50, 60, 90, 100, 110, 140, 150",nan
70c36c7e-5bd8-4cac-9f85-0f70357ad926,TICKETITEM_DONE,140,2021-09-22 09:43:40.611449,2021-09-22 12:10:00.238257,2021-09-22 12:08:18.412570+00:00,2021-09-22 12:08:18.412571,2021-09-22 12:08:26.395058,2021-09-22 12:08:26.395058,2021-09-22 12:08:41.009331,None,False,d540dc34-5e97-4032-9c6b-ec8e0bf63864,efe4d9db-390c-43e1-9c6e-2009f1792b8f,50000,54872,0.0,nan,8,6,"10, 50, 60, 90, 100, 110, 140, 150",nan
80306d29-c5ba-4bd9-aefd-9d0da5c0f06e,TICKETITEM_DONE,150,2021-09-22 09:43:40.612208,2021-09-22 12:10:00.239974,2021-09-22 12:08:48.405901+00:00,2021-09-22 12:08:48.405902,2021-09-22 12:08:58.803340,2021-09-22 12:08:58.803340,2021-09-22 12:09:32.836344,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,efe4d9db-390c-43e1-9c6e-2009f1792b8f,7000,11694,0.0,nan,8,7,"10, 50, 60, 90, 100, 110, 140, 150",nan
e149bf50-df84-499e-a731-71ac72391f32,TICKETITEM_DONE,10,2021-09-22 10:00:31.842857,2021-09-22 11:44:23.934217,2021-09-22 11:41:00.137317+00:00,2021-09-22 11:41:00.137317,2021-09-22 11:41:09.945854,2021-09-22 11:41:09.945854,2021-09-22 11:41:42.044927,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,3f0a5b30-70d9-48a6-85e0-e1e8e546d914,120000,144987,0.0,nan,6,0,"10, 50, 60, 100, 110, 150",nan
4c9bd790-c6ce-4c04-b9b8-ea3464f9bcb6,TICKETITEM_DONE,50,2021-09-22 10:00:31.843854,2021-09-22 11:44:23.935047,2021-09-22 11:41:43.782297+00:00,2021-09-22 11:41:43.782297,2021-09-22 11:41:53.235050,2021-09-22 11:41:53.235050,2021-09-22 11:42:21.972382,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,3f0a5b30-70d9-48a6-85e0-e1e8e546d914,70000,76838,0.0,nan,6,1,"10, 50, 60, 100, 110, 150",nan
d111ae3d-dad9-4d97-beb4-d9b6d1c7c913,TICKETITEM_DONE,60,2021-09-22 10:00:31.844861,2021-09-22 11:44:23.935721,2021-09-22 11:42:22.283031+00:00,2021-09-22 11:42:22.283031,2021-09-22 11:42:30.895625,2021-09-22 11:42:30.895625,2021-09-22 11:42:50.540504,None,False,f1f0a3a7-0f9f-4912-81bd-8e2b97f54b52,3f0a5b30-70d9-48a6-85e0-e1e8e546d914,100000,102059,0.0,nan,6,2,"10, 50, 60, 100, 110, 150",nan
615c1b71-b606-4ed0-adce-1344186d5988,TICKETITEM_DONE,100,2021-09-22 10:00:31.845842,2021-09-22 11:44:23.936228,2021-09-22 11:42:50.736308+00:00,2021-09-22 11:42:50.736308,2021-09-22 11:43:00.671598,2021-09-22 11:43:00.671599,2021-09-22 11:43:09.316265,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,3f0a5b30-70d9-48a6-85e0-e1e8e546d914,40000,40707,0.0,nan,6,3,"10, 50, 60, 100, 110, 150",nan
adc7a994-3045-4201-b464-74b71bd2823c,TICKETITEM_DONE,110,2021-09-22 10:00:31.846737,2021-09-22 11:44:23.936670,2021-09-22 11:43:09.429468+00:00,2021-09-22 11:43:09.429468,2021-09-22 11:43:17.197959,2021-09-22 11:43:17.197960,2021-09-22 11:43:24.133711,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,3f0a5b30-70d9-48a6-85e0-e1e8e546d914,10000,18011,0.0,nan,6,4,"10, 50, 60, 100, 110, 150",nan
d3b0ffd8-f1a5-4673-94d2-7e3a488c4a43,TICKETITEM_DONE,150,2021-09-22 10:00:31.847650,2021-09-22 11:44:23.937087,2021-09-22 11:43:28.604473+00:00,2021-09-22 11:43:28.604474,2021-09-22 11:43:38.111034,2021-09-22 11:43:38.111034,2021-09-22 11:43:59.785175,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,3f0a5b30-70d9-48a6-85e0-e1e8e546d914,7000,8040,0.0,nan,6,5,"10, 50, 60, 100, 110, 150",nan
215445e4-522e-4b75-afa1-823accdd3872,TICKETITEM_DONE,10,2021-09-22 10:02:01.937398,2021-09-22 11:24:02.032868,2021-09-22 11:20:01.303178+00:00,2021-09-22 11:20:01.303178,2021-09-22 11:20:12.065377,2021-09-22 11:20:12.065377,2021-09-22 11:20:41.745688,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,d80fbd5b-c5fa-4c12-b2e5-3de75ac66b73,120000,129439,0.0,nan,7,0,"10, 50, 60, 90, 100, 120, 130",nan
31f72527-4ad4-4f02-b5b8-5d357f7934c2,TICKETITEM_DONE,50,2021-09-22 10:02:01.938235,2021-09-22 11:24:02.034340,2021-09-22 11:20:42.055113+00:00,2021-09-22 11:20:42.055113,2021-09-22 11:20:53.971343,2021-09-22 11:20:53.971343,2021-09-22 11:21:20.102016,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,d80fbd5b-c5fa-4c12-b2e5-3de75ac66b73,70000,84792,0.0,nan,7,1,"10, 50, 60, 90, 100, 120, 130",nan
7597d602-ae5c-457d-9e17-ddf85e3dab6a,TICKETITEM_DONE,60,2021-09-22 10:02:01.939072,2021-09-22 11:24:02.034927,2021-09-22 11:21:29.673791+00:00,2021-09-22 11:21:29.673792,2021-09-22 11:21:38.723357,2021-09-22 11:21:38.723357,2021-09-22 11:21:50.413404,None,False,f1f0a3a7-0f9f-4912-81bd-8e2b97f54b52,d80fbd5b-c5fa-4c12-b2e5-3de75ac66b73,100000,112209,0.0,nan,7,2,"10, 50, 60, 90, 100, 120, 130",nan
f9474dee-0eca-4ebd-8d75-ad988cbe99c3,TICKETITEM_DONE,90,2021-09-22 10:02:01.939846,2021-09-22 11:24:02.035526,2021-09-22 11:21:52.719685+00:00,2021-09-22 11:21:52.719686,2021-09-22 11:22:01.796359,2021-09-22 11:22:01.796360,2021-09-22 11:22:25.950668,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,d80fbd5b-c5fa-4c12-b2e5-3de75ac66b73,50000,65372,0.0,nan,7,3,"10, 50, 60, 90, 100, 120, 130",nan
3d38381d-e4dc-48de-bfd7-1092f029cefa,TICKETITEM_DONE,100,2021-09-22 10:02:01.940774,2021-09-22 11:24:02.036041,2021-09-22 11:22:34.193499+00:00,2021-09-22 11:22:34.193499,2021-09-22 11:22:42.310018,2021-09-22 11:22:42.310018,2021-09-22 11:22:50.984254,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,d80fbd5b-c5fa-4c12-b2e5-3de75ac66b73,40000,44100,0.0,nan,7,4,"10, 50, 60, 90, 100, 120, 130",nan
aec8b798-9ec9-4eef-863d-a2343758fa3f,TICKETITEM_DONE,120,2021-09-22 10:02:01.941651,2021-09-22 11:24:02.036646,2021-09-22 11:22:53.679234+00:00,2021-09-22 11:22:53.679234,2021-09-22 11:23:03.940083,2021-09-22 11:23:03.940083,2021-09-22 11:23:17.620453,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,d80fbd5b-c5fa-4c12-b2e5-3de75ac66b73,15000,16360,0.0,nan,7,5,"10, 50, 60, 90, 100, 120, 130",nan
d192bc75-b1fc-4ca0-8db4-f896b7c49d94,TICKETITEM_DONE,130,2021-09-22 10:02:01.942445,2021-09-22 11:24:02.037834,2021-09-22 11:23:17.907641+00:00,2021-09-22 11:23:17.907641,2021-09-22 11:23:26.525700,2021-09-22 11:23:26.525700,2021-09-22 11:23:39.183178,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,d80fbd5b-c5fa-4c12-b2e5-3de75ac66b73,2000,2017,0.0,nan,7,6,"10, 50, 60, 90, 100, 120, 130",nan
729128a8-c07c-4b2c-93bd-f59c0a10fefe,TICKETITEM_DONE,10,2021-09-22 10:09:48.381530,2021-09-22 11:28:23.541861,2021-09-22 11:23:04.088892+00:00,2021-09-22 11:23:04.088892,2021-09-22 11:23:14.040349,2021-09-22 11:23:14.040350,2021-09-22 11:23:43.821532,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,9bc72323-a6bf-4ea5-8771-46db72afd052,120000,130877,0.0,nan,8,0,"10, 50, 90, 100, 120, 130, 140, 150",nan
d42d6521-acc4-42e5-8f45-6101f1f4caa3,TICKETITEM_DONE,50,2021-09-22 10:09:48.382473,2021-09-22 11:28:23.542233,2021-09-22 11:23:48.519696+00:00,2021-09-22 11:23:48.519697,2021-09-22 11:23:58.486775,2021-09-22 11:23:58.486775,2021-09-22 11:24:27.826398,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,9bc72323-a6bf-4ea5-8771-46db72afd052,70000,73146,0.0,nan,8,1,"10, 50, 90, 100, 120, 130, 140, 150",nan
774c218a-0b87-4cc9-a5a7-ec1ecbc54a30,TICKETITEM_DONE,90,2021-09-22 10:09:48.383266,2021-09-22 11:28:23.542789,2021-09-22 11:24:28.023468+00:00,2021-09-22 11:24:28.023468,2021-09-22 11:24:38.203444,2021-09-22 11:24:38.203444,2021-09-22 11:24:59.305770,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,9bc72323-a6bf-4ea5-8771-46db72afd052,50000,64263,0.0,nan,8,2,"10, 50, 90, 100, 120, 130, 140, 150",nan
33f70d09-ceb0-4c1a-9d96-ed0528db4405,TICKETITEM_DONE,100,2021-09-22 10:09:48.384046,2021-09-22 11:28:23.543803,2021-09-22 11:25:04.526970+00:00,2021-09-22 11:25:04.526970,2021-09-22 11:25:12.581932,2021-09-22 11:25:12.581933,2021-09-22 11:25:22.408156,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,9bc72323-a6bf-4ea5-8771-46db72afd052,48000,57557,0.0,nan,8,3,"10, 50, 90, 100, 120, 130, 140, 150",nan
f6d995c7-fe34-4fe3-8dfd-b53e1141a192,TICKETITEM_DONE,120,2021-09-22 10:09:48.384917,2021-09-22 11:28:23.544710,2021-09-22 11:25:25.233364+00:00,2021-09-22 11:25:25.233364,2021-09-22 11:25:34.610696,2021-09-22 11:25:34.610697,2021-09-22 11:25:48.936637,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,9bc72323-a6bf-4ea5-8771-46db72afd052,15000,16385,0.0,nan,8,4,"10, 50, 90, 100, 120, 130, 140, 150",nan
56c376f5-0767-49d4-a460-0be216b69868,TICKETITEM_DONE,130,2021-09-22 10:09:48.385718,2021-09-22 11:28:23.552616,2021-09-22 11:25:49.159824+00:00,2021-09-22 11:25:49.159825,2021-09-22 11:25:57.165165,2021-09-22 11:25:57.165166,2021-09-22 11:26:07.687645,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,9bc72323-a6bf-4ea5-8771-46db72afd052,2000,1747,0.0,nan,8,5,"10, 50, 90, 100, 120, 130, 140, 150",nan
2b3bcd2b-f6f6-4b59-b91d-0a3e9e5444fa,TICKETITEM_DONE,140,2021-09-22 10:09:48.387594,2021-09-22 11:28:23.553930,2021-09-22 11:26:13.584350+00:00,2021-09-22 11:26:13.584351,2021-09-22 11:26:22.011732,2021-09-22 11:26:22.011732,2021-09-22 11:26:33.279486,None,False,7148f280-0f82-4195-9b40-c3358b7fff32,9bc72323-a6bf-4ea5-8771-46db72afd052,15000,18347,0.0,nan,8,6,"10, 50, 90, 100, 120, 130, 140, 150",nan
c591bce1-b74e-41c2-9cb6-e038e723a0df,TICKETITEM_DONE,150,2021-09-22 10:09:48.388352,2021-09-22 11:28:23.554575,2021-09-22 11:27:01.045645+00:00,2021-09-22 11:27:01.045645,2021-09-22 11:27:11.192173,2021-09-22 11:27:11.192173,2021-09-22 11:27:36.422353,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,9bc72323-a6bf-4ea5-8771-46db72afd052,7000,13705,0.0,nan,8,7,"10, 50, 90, 100, 120, 130, 140, 150",nan
96fc941e-c978-4d05-a188-bea8057c70d2,TICKETITEM_DONE,20,2021-09-22 10:10:36.565123,2021-09-22 11:29:42.163764,2021-09-22 11:26:00.306706+00:00,2021-09-22 11:26:00.306707,2021-09-22 11:26:13.555393,2021-09-22 11:26:13.555394,2021-09-22 11:26:37.512070,None,False,8bf1771c-a330-4410-a890-b7b7c7b621b3,ff7a802d-ce96-4be9-8ed0-60b3ae1cb8b6,132000,133745,0.0,nan,6,0,"20, 50, 60, 100, 110, 150",nan
003a519d-cef3-4a54-9934-ccdcb35b6e58,TICKETITEM_DONE,50,2021-09-22 10:10:36.566013,2021-09-22 11:29:42.164264,2021-09-22 11:26:37.798532+00:00,2021-09-22 11:26:37.798532,2021-09-22 11:26:47.149648,2021-09-22 11:26:47.149648,2021-09-22 11:27:15.128732,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,ff7a802d-ce96-4be9-8ed0-60b3ae1cb8b6,84000,106033,0.0,nan,6,1,"20, 50, 60, 100, 110, 150",nan
2de70564-d62e-431b-9d1f-4dcd40e67a24,TICKETITEM_DONE,60,2021-09-22 10:10:36.566786,2021-09-22 11:29:42.164710,2021-09-22 11:27:17.690712+00:00,2021-09-22 11:27:17.690712,2021-09-22 11:27:26.306263,2021-09-22 11:27:26.306263,2021-09-22 11:27:38.670536,None,False,f1f0a3a7-0f9f-4912-81bd-8e2b97f54b52,ff7a802d-ce96-4be9-8ed0-60b3ae1cb8b6,120000,128674,0.0,nan,6,2,"20, 50, 60, 100, 110, 150",nan
fc743d72-67a4-46ae-9274-d7c711637584,TICKETITEM_DONE,100,2021-09-22 10:10:36.567509,2021-09-22 11:29:42.165109,2021-09-22 11:27:48.558208+00:00,2021-09-22 11:27:48.558208,2021-09-22 11:27:58.925256,2021-09-22 11:27:58.925256,2021-09-22 11:28:08.449361,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,ff7a802d-ce96-4be9-8ed0-60b3ae1cb8b6,48000,54720,0.0,nan,6,3,"20, 50, 60, 100, 110, 150",nan
c474a0f7-a908-4b11-842c-81143045a405,TICKETITEM_DONE,110,2021-09-22 10:10:36.568201,2021-09-22 11:29:42.165527,2021-09-22 11:28:10.419598+00:00,2021-09-22 11:28:10.419598,2021-09-22 11:28:18.248075,2021-09-22 11:28:18.248075,2021-09-22 11:28:24.840023,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,ff7a802d-ce96-4be9-8ed0-60b3ae1cb8b6,10000,13027,0.0,nan,6,4,"20, 50, 60, 100, 110, 150",nan
417c7192-216d-4dde-acdb-1a833dcaaf24,TICKETITEM_DONE,150,2021-09-22 10:10:36.568919,2021-09-22 11:29:42.166734,2021-09-22 11:28:40.752356+00:00,2021-09-22 11:28:40.752356,2021-09-22 11:28:50.440415,2021-09-22 11:28:50.440420,2021-09-22 11:29:14.066849,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,ff7a802d-ce96-4be9-8ed0-60b3ae1cb8b6,8000,12056,0.0,nan,6,5,"20, 50, 60, 100, 110, 150",nan
83d2c89d-d248-4ebf-8d38-56b346abb1ac,TICKETITEM_DONE,10,2021-09-22 10:15:02.919400,2021-09-22 11:33:15.147549,2021-09-22 11:29:02.836215+00:00,2021-09-22 11:29:02.836216,2021-09-22 11:29:14.020973,2021-09-22 11:29:14.020973,2021-09-22 11:29:46.836958,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,2a30e028-0b5c-4fa2-a392-a7a0f9cfd222,144000,159978,0.0,nan,7,0,"10, 40, 100, 120, 130, 140, 150",nan
46ce9b0e-2c70-4d1c-a420-8bf0e9b4c8d5,TICKETITEM_DONE,40,2021-09-22 10:15:02.920285,2021-09-22 11:33:15.148067,2021-09-22 11:29:47.103915+00:00,2021-09-22 11:29:47.103915,2021-09-22 11:29:56.250356,2021-09-22 11:29:56.250356,2021-09-22 11:30:28.151849,None,False,85e5083f-1736-4922-9bf7-1cf7da802d64,2a30e028-0b5c-4fa2-a392-a7a0f9cfd222,84000,86751,0.0,nan,7,1,"10, 40, 100, 120, 130, 140, 150",nan
e2c037b8-0ef7-4f89-88d3-4e0bd2253d23,TICKETITEM_DONE,100,2021-09-22 10:15:02.921122,2021-09-22 11:33:15.148444,2021-09-22 11:30:28.301823+00:00,2021-09-22 11:30:28.301823,2021-09-22 11:30:38.370511,2021-09-22 11:30:38.370511,2021-09-22 11:30:48.385781,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,2a30e028-0b5c-4fa2-a392-a7a0f9cfd222,48000,52862,0.0,nan,7,2,"10, 40, 100, 120, 130, 140, 150",nan
98220c23-eb99-410b-9ed1-8051591d3d13,TICKETITEM_DONE,120,2021-09-22 10:15:02.921971,2021-09-22 11:33:15.148723,2021-09-22 11:30:48.545154+00:00,2021-09-22 11:30:48.545154,2021-09-22 11:30:57.905963,2021-09-22 11:30:57.905963,2021-09-22 11:31:16.974994,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,2a30e028-0b5c-4fa2-a392-a7a0f9cfd222,18000,17816,0.0,nan,7,3,"10, 40, 100, 120, 130, 140, 150",nan
837c3082-a9fa-4242-b996-b95fa3a6a36e,TICKETITEM_DONE,130,2021-09-22 10:15:02.922773,2021-09-22 11:33:15.149433,2021-09-22 11:31:17.109762+00:00,2021-09-22 11:31:17.109763,2021-09-22 11:31:26.674161,2021-09-22 11:31:26.674161,2021-09-22 11:31:42.581372,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,2a30e028-0b5c-4fa2-a392-a7a0f9cfd222,3000,2585,0.0,nan,7,4,"10, 40, 100, 120, 130, 140, 150",nan
dbad41a6-6703-43f5-a6b8-b9d4d5fc753f,TICKETITEM_DONE,140,2021-09-22 10:15:02.923569,2021-09-22 11:33:15.149784,2021-09-22 11:31:42.711818+00:00,2021-09-22 11:31:42.711818,2021-09-22 11:31:50.697756,2021-09-22 11:31:50.697757,2021-09-22 11:32:07.004714,None,False,d540dc34-5e97-4032-9c6b-ec8e0bf63864,2a30e028-0b5c-4fa2-a392-a7a0f9cfd222,60000,63773,0.0,nan,7,5,"10, 40, 100, 120, 130, 140, 150",nan
e71b89f3-d5cf-4f98-bbab-072973354c24,TICKETITEM_DONE,150,2021-09-22 10:15:02.924517,2021-09-22 11:33:15.150541,2021-09-22 11:32:17.143967+00:00,2021-09-22 11:32:17.143967,2021-09-22 11:32:27.522445,2021-09-22 11:32:27.522445,2021-09-22 11:32:48.044337,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,2a30e028-0b5c-4fa2-a392-a7a0f9cfd222,8000,10839,0.0,nan,7,6,"10, 40, 100, 120, 130, 140, 150",nan
47797811-ddb5-4c9b-a095-abcf0221e2fc,TICKETITEM_DONE,10,2021-09-22 10:23:26.255997,2021-09-22 11:37:04.454454,2021-09-22 11:32:05.392713+00:00,2021-09-22 11:32:05.392714,2021-09-22 11:32:17.091887,2021-09-22 11:32:17.091888,2021-09-22 11:32:46.710977,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,7a0b63b3-8b8d-46fa-bb58-4406b5144ac7,120000,132331,0.0,nan,6,0,"10, 30, 110, 120, 140, 150",nan
